group,group_full,annual_change,monthly_change,category_type,group_order,rank_by_pressure,dot,x,y,global_y,dot_value_pp
Alcohol & tobacco,Alcohol and tobacco,4.43,0.84,discretionary/regulated,3,6,12,11,0,30,0.1
Alcohol & tobacco,Alcohol and tobacco,4.43,0.84,discretionary/regulated,3,6,13,12,0,30,0.1
Alcohol & tobacco,Alcohol and tobacco,4.43,0.84,discretionary/regulated,3,6,14,13,0,30,0.1
Alcohol & tobacco,Alcohol and tobacco,4.43,0.84,discretionary/regulated,3,6,15,14,0,30,0.1
Alcohol & tobacco,Alcohol and tobacco,4.43,0.84,discretionary/regulated,3,6,16,15,0,30,0.1
Alcohol & tobacco,Alcohol and tobacco,4.43,0.84,discretionary/regulated,3,6,17,16,0,30,0.1
Alcohol & tobacco,Alcohol and tobacco,4.43,0.84,discretionary/regulated,3,6,18,17,0,30,0.1
Alcohol & tobacco,Alcohol and tobacco,4.43,0.84,discretionary/regulated,3,6,19,0,1,31,0.1
Alcohol & tobacco,Alcohol and tobacco,4.43,0.84,discretionary/regulated,3,6,20,1,1,31,0.1
Alcohol & tobacco,Alcohol and tobacco,4.43,0.84,discretionary/regulated,3,6,21,2,1,31,0.1
Alcohol & tobacco,Alcohol and tobacco,4.43,0.84,discretionary/regulated,3,6,22,3,1,31,0.1
Alcohol & tobacco,Alcohol and tobacco,4.43,0.84,discretionary/regulated,3,6,23,4,1,31,0.1
Alcohol & tobacco,Alcohol and tobacco,4.43,0.84,discretionary/regulated,3,6,24,5,1,31,0.1
Alcohol & tobacco,Alcohol and tobacco,4.43,0.84,discretionary/regulated,3,6,25,6,1,31,0.1
Alcohol & tobacco,Alcohol and tobacco,4.43,0.84,discretionary/regulated,3,6,26,7,1,31,0.1
Alcohol & tobacco,Alcohol and tobacco,4.43,0.84,discretionary/regulated,3,6,27,8,1,31,0.1
Alcohol & tobacco,Alcohol and tobacco,4.43,0.84,discretionary/regulated,3,6,28,9,1,31,0.1
Alcohol & tobacco,Alcohol and tobacco,4.43,0.84,discretionary/regulated,3,6,29,10,1,31,0.1
Alcohol & tobacco,Alcohol and tobacco,4.43,0.84,discretionary/regulated,3,6,30,11,1,31,0.1
Alcohol & tobacco,Alcohol and tobacco,4.43,0.84,discretionary/regulated,3,6,31,12,1,31,0.1
Alcohol & tobacco,Alcohol and tobacco,4.43,0.84,discretionary/regulated,3,6,32,13,1,31,0.1
Alcohol & tobacco,Alcohol and tobacco,4.43,0.84,discretionary/regulated,3,6,33,14,1,31,0.1
Alcohol & tobacco,Alcohol and tobacco,4.43,0.84,discretionary/regulated,3,6,34,15,1,31,0.1
Alcohol & tobacco,Alcohol and tobacco,4.43,0.84,discretionary/regulated,3,6,35,16,1,31,0.1
Alcohol & tobacco,Alcohol and tobacco,4.43,0.84,discretionary/regulated,3,6,36,17,1,31,0.1
Alcohol & tobacco,Alcohol and tobacco,4.43,0.84,discretionary/regulated,3,6,37,0,2,32,0.1
Alcohol & tobacco,Alcohol and tobacco,4.43,0.84,discretionary/regulated,3,6,38,1,2,32,0.1
Alcohol & tobacco,Alcohol and tobacco,4.43,0.84,discretionary/regulated,3,6,39,2,2,32,0.1
Alcohol & tobacco,Alcohol and tobacco,4.43,0.84,discretionary/regulated,3,6,40,3,2,32,0.1
Alcohol & tobacco,Alcohol and tobacco,4.43,0.84,discretionary/regulated,3,6,41,4,2,32,0.1
Alcohol & tobacco,Alcohol and tobacco,4.43,0.84,discretionary/regulated,3,6,42,5,2,32,0.1
Alcohol & tobacco,Alcohol and tobacco,4.43,0.84,discretionary/regulated,3,6,43,6,2,32,0.1
Alcohol & tobacco,Alcohol and tobacco,4.43,0.84,discretionary/regulated,3,6,44,7,2,32,0.1
Food & non-alcoholic beverages,Food and non-alcoholic beverages,3.1,0.67,essential/regulated,2,7,1,0,0,36,0.1
Food & non-alcoholic beverages,Food and non-alcoholic beverages,3.1,0.67,essential/regulated,2,7,2,1,0,36,0.1
Food & non-alcoholic beverages,Food and non-alcoholic beverages,3.1,0.67,essential/regulated,2,7,3,2,0,36,0.1
Food & non-alcoholic beverages,Food and non-alcoholic beverages,3.1,0.67,essential/regulated,2,7,4,3,0,36,0.1
Food & non-alcoholic beverages,Food and non-alcoholic beverages,3.1,0.67,essential/regulated,2,7,5,4,0,36,0.1
Food & non-alcoholic beverages,Food and non-alcoholic beverages,3.1,0.67,essential/regulated,2,7,6,5,0,36,0.1
Food & non-alcoholic beverages,Food and non-alcoholic beverages,3.1,0.67,essential/regulated,2,7,7,6,0,36,0.1
Food & non-alcoholic beverages,Food and non-alcoholic beverages,3.1,0.67,essential/regulated,2,7,8,7,0,36,0.1
Food & non-alcoholic beverages,Food and non-alcoholic beverages,3.1,0.67,essential/regulated,2,7,9,8,0,36,0.1
Food & non-alcoholic beverages,Food and non-alcoholic beverages,3.1,0.67,essential/regulated,2,7,10,9,0,36,0.1
Food & non-alcoholic beverages,Food and non-alcoholic beverages,3.1,0.67,essential/regulated,2,7,11,10,0,36,0.1
Food & non-alcoholic beverages,Food and non-alcoholic beverages,3.1,0.67,essential/regulated,2,7,12,11,0,36,0.1
Food & non-alcoholic beverages,Food and non-alcoholic beverages,3.1,0.67,essential/regulated,2,7,13,12,0,36,0.1
Food & non-alcoholic beverages,Food and non-alcoholic beverages,3.1,0.67,essential/regulated,2,7,14,13,0,36,0.1
Food & non-alcoholic beverages,Food and non-alcoholic beverages,3.1,0.67,essential/regulated,2,7,15,14,0,36,0.1
Food & non-alcoholic beverages,Food and non-alcoholic beverages,3.1,0.67,essential/regulated,2,7,16,15,0,36,0.1
Food & non-alcoholic beverages,Food and non-alcoholic beverages,3.1,0.67,essential/regulated,2,7,17,16,0,36,0.1
Food & non-alcoholic beverages,Food and non-alcoholic beverages,3.1,0.67,essential/regulated,2,7,18,17,0,36,0.1
Food & non-alcoholic beverages,Food and non-alcoholic beverages,3.1,0.67,essential/regulated,2,7,19,0,1,37,0.1
Food & non-alcoholic beverages,Food and non-alcoholic beverages,3.1,0.67,essential/regulated,2,7,20,1,1,37,0.1
Food & non-alcoholic beverages,Food and non-alcoholic beverages,3.1,0.67,essential/regulated,2,7,21,2,1,37,0.1
Food & non-alcoholic beverages,Food and non-alcoholic beverages,3.1,0.67,essential/regulated,2,7,22,3,1,37,0.1
Food & non-alcoholic beverages,Food and non-alcoholic beverages,3.1,0.67,essential/regulated,2,7,23,4,1,37,0.1
Food & non-alcoholic beverages,Food and non-alcoholic beverages,3.1,0.67,essential/regulated,2,7,24,5,1,37,0.1
Food & non-alcoholic beverages,Food and non-alcoholic beverages,3.1,0.67,essential/regulated,2,7,25,6,1,37,0.1
Food & non-alcoholic beverages,Food and non-alcoholic beverages,3.1,0.67,essential/regulated,2,7,26,7,1,37,0.1
Food & non-alcoholic beverages,Food and non-alcoholic beverages,3.1,0.67,essential/regulated,2,7,27,8,1,37,0.1
Food & non-alcoholic beverages,Food and non-alcoholic beverages,3.1,0.67,essential/regulated,2,7,28,9,1,37,0.1
Food & non-alcoholic beverages,Food and non-alcoholic beverages,3.1,0.67,essential/regulated,2,7,29,10,1,37,0.1
Food & non-alcoholic beverages,Food and non-alcoholic beverages,3.1,0.67,essential/regulated,2,7,30,11,1,37,0.1
Food & non-alcoholic beverages,Food and non-alcoholic beverages,3.1,0.67,essential/regulated,2,7,31,12,1,37,0.1
Health,Health,3.04,-0.16,essential/regulated,7,8,1,0,0,42,0.1
Health,Health,3.04,-0.16,essential/regulated,7,8,2,1,0,42,0.1
Health,Health,3.04,-0.16,essential/regulated,7,8,3,2,0,42,0.1
Health,Health,3.04,-0.16,essential/regulated,7,8,4,3,0,42,0.1
Health,Health,3.04,-0.16,essential/regulated,7,8,5,4,0,42,0.1
Health,Health,3.04,-0.16,essential/regulated,7,8,6,5,0,42,0.1
Health,Health,3.04,-0.16,essential/regulated,7,8,7,6,0,42,0.1
Health,Health,3.04,-0.16,essential/regulated,7,8,8,7,0,42,0.1
Health,Health,3.04,-0.16,essential/regulated,7,8,9,8,0,42,0.1
Health,Health,3.04,-0.16,essential/regulated,7,8,10,9,0,42,0.1
Health,Health,3.04,-0.16,essential/regulated,7,8,11,10,0,42,0.1
Health,Health,3.04,-0.16,essential/regulated,7,8,12,11,0,42,0.1
Health,Health,3.04,-0.16,essential/regulated,7,8,13,12,0,42,0.1
Health,Health,3.04,-0.16,essential/regulated,7,8,14,13,0,42,0.1
Health,Health,3.04,-0.16,essential/regulated,7,8,15,14,0,42,0.1
Health,Health,3.04,-0.16,essential/regulated,7,8,16,15,0,42,0.1
Health,Health,3.04,-0.16,essential/regulated,7,8,17,16,0,42,0.1
Health,Health,3.04,-0.16,essential/regulated,7,8,18,17,0,42,0.1
Health,Health,3.04,-0.16,essential/regulated,7,8,19,0,1,43,0.1
Health,Health,3.04,-0.16,essential/regulated,7,8,20,1,1,43,0.1
Health,Health,3.04,-0.16,essential/regulated,7,8,21,2,1,43,0.1
Health,Health,3.04,-0.16,essential/regulated,7,8,22,3,1,43,0.1
Health,Health,3.04,-0.16,essential/regulated,7,8,23,4,1,43,0.1
Health,Health,3.04,-0.16,essential/regulated,7,8,24,5,1,43,0.1
Health,Health,3.04,-0.16,essential/regulated,7,8,25,6,1,43,0.1
Health,Health,3.04,-0.16,essential/regulated,7,8,26,7,1,43,0.1
Health,Health,3.04,-0.16,essential/regulated,7,8,27,8,1,43,0.1
Health,Health,3.04,-0.16,essential/regulated,7,8,28,9,1,43,0.1
Health,Health,3.04,-0.16,essential/regulated,7,8,29,10,1,43,0.1
Health,Health,3.04,-0.16,essential/regulated,7,8,30,11,1,43,0.1
Recreation & culture,Recreation and culture,2.84,-0.7,discretionary,10,9,1,0,0,48,0.1
Recreation & culture,Recreation and culture,2.84,-0.7,discretionary,10,9,2,1,0,48,0.1
Recreation & culture,Recreation and culture,2.84,-0.7,discretionary,10,9,3,2,0,48,0.1
Recreation & culture,Recreation and culture,2.84,-0.7,discretionary,10,9,4,3,0,48,0.1
Recreation & culture,Recreation and culture,2.84,-0.7,discretionary,10,9,5,4,0,48,0.1
Recreation & culture,Recreation and culture,2.84,-0.7,discretionary,10,9,6,5,0,48,0.1
Recreation & culture,Recreation and culture,2.84,-0.7,discretionary,10,9,7,6,0,48,0.1
Recreation & culture,Recreation and culture,2.84,-0.7,discretionary,10,9,8,7,0,48,0.1
Recreation & culture,Recreation and culture,2.84,-0.7,discretionary,10,9,9,8,0,48,0.1
Recreation & culture,Recreation and culture,2.84,-0.7,discretionary,10,9,10,9,0,48,0.1
Recreation & culture,Recreation and culture,2.84,-0.7,discretionary,10,9,11,10,0,48,0.1
Recreation & culture,Recreation and culture,2.84,-0.7,discretionary,10,9,12,11,0,48,0.1
Recreation & culture,Recreation and culture,2.84,-0.7,discretionary,10,9,13,12,0,48,0.1
Recreation & culture,Recreation and culture,2.84,-0.7,discretionary,10,9,14,13,0,48,0.1
Recreation & culture,Recreation and culture,2.84,-0.7,discretionary,10,9,15,14,0,48,0.1
Recreation & culture,Recreation and culture,2.84,-0.7,discretionary,10,9,16,15,0,48,0.1
Recreation & culture,Recreation and culture,2.84,-0.7,discretionary,10,9,17,16,0,48,0.1
Recreation & culture,Recreation and culture,2.84,-0.7,discretionary,10,9,18,17,0,48,0.1
Recreation & culture,Recreation and culture,2.84,-0.7,discretionary,10,9,19,0,1,49,0.1
Recreation & culture,Recreation and culture,2.84,-0.7,discretionary,10,9,20,1,1,49,0.1
Recreation & culture,Recreation and culture,2.84,-0.7,discretionary,10,9,21,2,1,49,0.1
Recreation & culture,Recreation and culture,2.84,-0.7,discretionary,10,9,22,3,1,49,0.1
Recreation & culture,Recreation and culture,2.84,-0.7,discretionary,10,9,23,4,1,49,0.1
Recreation & culture,Recreation and culture,2.84,-0.7,discretionary,10,9,24,5,1,49,0.1
Recreation & culture,Recreation and culture,2.84,-0.7,discretionary,10,9,25,6,1,49,0.1
Recreation & culture,Recreation and culture,2.84,-0.7,discretionary,10,9,26,7,1,49,0.1
Recreation & culture,Recreation and culture,2.84,-0.7,discretionary,10,9,27,8,1,49,0.1
Recreation & culture,Recreation and culture,2.84,-0.7,discretionary,10,9,28,9,1,49,0.1
Insurance & financial services,Insurance and financial services,2.83,0.8,essential/regulated,12,10,1,0,0,54,0.1
Insurance & financial services,Insurance and financial services,2.83,0.8,essential/regulated,12,10,2,1,0,54,0.1
Insurance & financial services,Insurance and financial services,2.83,0.8,essential/regulated,12,10,3,2,0,54,0.1
Insurance & financial services,Insurance and financial services,2.83,0.8,essential/regulated,12,10,4,3,0,54,0.1
Insurance & financial services,Insurance and financial services,2.83,0.8,essential/regulated,12,10,5,4,0,54,0.1
Insurance & financial services,Insurance and financial services,2.83,0.8,essential/regulated,12,10,6,5,0,54,0.1
Insurance & financial services,Insurance and financial services,2.83,0.8,essential/regulated,12,10,7,6,0,54,0.1
Insurance & financial services,Insurance and financial services,2.83,0.8,essential/regulated,12,10,8,7,0,54,0.1
Insurance & financial services,Insurance and financial services,2.83,0.8,essential/regulated,12,10,9,8,0,54,0.1
Insurance & financial services,Insurance and financial services,2.83,0.8,essential/regulated,12,10,10,9,0,54,0.1
Insurance & financial services,Insurance and financial services,2.83,0.8,essential/regulated,12,10,11,10,0,54,0.1
Insurance & financial services,Insurance and financial services,2.83,0.8,essential/regulated,12,10,12,11,0,54,0.1
Insurance & financial services,Insurance and financial services,2.83,0.8,essential/regulated,12,10,13,12,0,54,0.1
Insurance & financial services,Insurance and financial services,2.83,0.8,essential/regulated,12,10,14,13,0,54,0.1
Insurance & financial services,Insurance and financial services,2.83,0.8,essential/regulated,12,10,15,14,0,54,0.1
Insurance & financial services,Insurance and financial services,2.83,0.8,essential/regulated,12,10,16,15,0,54,0.1
Insurance & financial services,Insurance and financial services,2.83,0.8,essential/regulated,12,10,17,16,0,54,0.1
Insurance & financial services,Insurance and financial services,2.83,0.8,essential/regulated,12,10,18,17,0,54,0.1
Insurance & financial services,Insurance and financial services,2.83,0.8,essential/regulated,12,10,19,0,1,55,0.1
Insurance & financial services,Insurance and financial services,2.83,0.8,essential/regulated,12,10,20,1,1,55,0.1
Insurance & financial services,Insurance and financial services,2.83,0.8,essential/regulated,12,10,21,2,1,55,0.1
Insurance & financial services,Insurance and financial services,2.83,0.8,essential/regulated,12,10,22,3,1,55,0.1
Insurance & financial services,Insurance and financial services,2.83,0.8,essential/regulated,12,10,23,4,1,55,0.1
Insurance & financial services,Insurance and financial services,2.83,0.8,essential/regulated,12,10,24,5,1,55,0.1
Insurance & financial services,Insurance and financial services,2.83,0.8,essential/regulated,12,10,25,6,1,55,0.1
Insurance & financial services,Insurance and financial services,2.83,0.8,essential/regulated,12,10,26,7,1,55,0.1
Insurance & financial services,Insurance and financial services,2.83,0.8,essential/regulated,12,10,27,8,1,55,0.1
Insurance & financial services,Insurance and financial services,2.83,0.8,essential/regulated,12,10,28,9,1,55,0.1
Communication,Communication,1.41,0.46,essential/regulated,9,11,1,0,0,60,0.1
Communication,Communication,1.41,0.46,essential/regulated,9,11,2,1,0,60,0.1
Communication,Communication,1.41,0.46,essential/regulated,9,11,3,2,0,60,0.1
Communication,Communication,1.41,0.46,essential/regulated,9,11,4,3,0,60,0.1
Communication,Communication,1.41,0.46,essential/regulated,9,11,5,4,0,60,0.1
Communication,Communication,1.41,0.46,essential/regulated,9,11,6,5,0,60,0.1
Communication,Communication,1.41,0.46,essential/regulated,9,11,7,6,0,60,0.1
Communication,Communication,1.41,0.46,essential/regulated,9,11,8,7,0,60,0.1
Communication,Communication,1.41,0.46,essential/regulated,9,11,9,8,0,60,0.1
Communication,Communication,1.41,0.46,essential/regulated,9,11,10,9,0,60,0.1
Communication,Communication,1.41,0.46,essential/regulated,9,11,11,10,0,60,0.1
Communication,Communication,1.41,0.46,essential/regulated,9,11,12,11,0,60,0.1
Communication,Communication,1.41,0.46,essential/regulated,9,11,13,12,0,60,0.1
Communication,Communication,1.41,0.46,essential/regulated,9,11,14,13,0,60,0.1
Furnishings & services,"Furnishings, household equipment and services",1.38,-0.22,discretionary,6,12,1,0,0,66,0.1
Furnishings & services,"Furnishings, household equipment and services",1.38,-0.22,discretionary,6,12,2,1,0,66,0.1
Furnishings & services,"Furnishings, household equipment and services",1.38,-0.22,discretionary,6,12,3,2,0,66,0.1
Furnishings & services,"Furnishings, household equipment and services",1.38,-0.22,discretionary,6,12,4,3,0,66,0.1
Furnishings & services,"Furnishings, household equipment and services",1.38,-0.22,discretionary,6,12,5,4,0,66,0.1
Furnishings & services,"Furnishings, household equipment and services",1.38,-0.22,discretionary,6,12,6,5,0,66,0.1
Furnishings & services,"Furnishings, household equipment and services",1.38,-0.22,discretionary,6,12,7,6,0,66,0.1
Furnishings & services,"Furnishings, household equipment and services",1.38,-0.22,discretionary,6,12,8,7,0,66,0.1
Furnishings & services,"Furnishings, household equipment and services",1.38,-0.22,discretionary,6,12,9,8,0,66,0.1
Furnishings & services,"Furnishings, household equipment and services",1.38,-0.22,discretionary,6,12,10,9,0,66,0.1
Furnishings & services,"Furnishings, household equipment and services",1.38,-0.22,discretionary,6,12,11,10,0,66,0.1
Furnishings & services,"Furnishings, household equipment and services",1.38,-0.22,discretionary,6,12,12,11,0,66,0.1
Furnishings & services,"Furnishings, household equipment and services",1.38,-0.22,discretionary,6,12,13,12,0,66,0.1
Furnishings & services,"Furnishings, household equipment and services",1.38,-0.22,discretionary,6,12,14,13,0,66,0.1
